Saved path: barber_shop, jewelry_store, hardware_store, gym, toy_store, noodle_house, cafe, dentist, craft_shop, florist, music_store, party_store, bike_shop, pet_store, bakery : 51645
Saved path: bookstore, pizzeria, craft_shop, music_store, gelateria, pharmacy, salon, bike_shop, bakery, barber_shop, toy_store, clothing_store, grocery_store, tech_shop, burger_joint : 36898
Saved path: clothing_store, toy_store, noodle_house, burger_joint, gym, hardware_store, jewelry_store, bakery, pet_store, bike_shop, salon, pharmacy, gelateria, bank, dentist : 48451
Saved path: grocery_store, dentist, cafe, bookstore, pizzeria, craft_shop, music_store, gelateria, pharmacy, salon, bike_shop, pet_store, bakery, barber_shop, toy_store : 50124
Saved path: party_store, salon, bike_shop, bakery, barber_shop, toy_store, noodle_house, grocery_store, cafe, bookstore, burger_joint, gym, florist, music_store, gelateria : 39297
Saved path: pharmacy, gelateria, bank, craft_shop, dentist, cafe, burger_joint, tech_shop, toy_store, gym, hardware_store, jewelry_store, barber_shop, bakery, party_store : 37622
Saved path: gym, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop, gelateria, florist, pizzeria, dentist, cafe, grocery_store, tech_shop, toy_store : 51922
Saved path: dentist, gym, pizzeria, florist, music_store, gelateria, pharmacy, party_store, bike_shop, bakery, barber_shop, toy_store, noodle_house, tech_shop, clothing_store : 44019
Saved path: toy_store, barber_shop, jewelry_store, salon, bike_shop, pet_store, bakery, party_store, gelateria, florist, bank, craft_shop, gym, burger_joint, bookstore : 44187
Saved path: grocery_store, cafe, bookstore, pizzeria, craft_shop, bank, music_store, party_store, pet_store, bakery, barber_shop, jewelry_store, hardware_store, toy_store, tech_shop : 45060
Saved path: bakery, pet_store, bike_shop, salon, party_store, pharmacy, gelateria, music_store, craft_shop, cafe, grocery_store, clothing_store, toy_store, tech_shop, burger_joint : 42308
Saved path: bookstore, cafe, burger_joint, tech_shop, toy_store, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop, salon, party_store, gelateria, bank : 43854
Saved path: pizzeria, bookstore, grocery_store, toy_store, hardware_store, jewelry_store, salon, bike_shop, pet_store, bakery, party_store, gelateria, music_store, florist, craft_shop : 44077
Saved path: noodle_house, toy_store, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop, music_store, bank, pizzeria, bookstore, cafe, grocery_store, clothing_store : 46679
Saved path: burger_joint, dentist, craft_shop, pizzeria, florist, gelateria, pharmacy, party_store, bike_shop, bakery, barber_shop, toy_store, clothing_store, tech_shop, noodle_house : 39247
Saved path: craft_shop, pizzeria, grocery_store, tech_shop, noodle_house, toy_store, gym, hardware_store, jewelry_store, salon, bakery, pet_store, music_store, florist, bank : 45432
Saved path: florist, bank, craft_shop, gym, burger_joint, noodle_house, tech_shop, grocery_store, clothing_store, toy_store, barber_shop, jewelry_store, bakery, gelateria, music_store : 35217
Saved path: barber_shop, toy_store, clothing_store, dentist, bookstore, gym, craft_shop, florist, music_store, gelateria, pharmacy, party_store, salon, bakery, jewelry_store : 41530
Saved path: burger_joint, cafe, dentist, grocery_store, clothing_store, toy_store, gym, pet_store, salon, jewelry_store, pharmacy, gelateria, craft_shop, pizzeria, bookstore : 48581
Saved path: noodle_house, tech_shop, clothing_store, grocery_store, dentist, bookstore, pizzeria, florist, music_store, party_store, jewelry_store, bike_shop, bakery, gym, toy_store : 42051
Saved path: grocery_store, toy_store, noodle_house, tech_shop, burger_joint, gym, bakery, bike_shop, pharmacy, gelateria, bank, pizzeria, craft_shop, dentist, cafe : 37399
Saved path: dentist, pizzeria, music_store, gelateria, pharmacy, jewelry_store, salon, bike_shop, pet_store, bakery, gym, toy_store, clothing_store, tech_shop, cafe : 51042
Saved path: pharmacy, party_store, salon, bakery, pet_store, hardware_store, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, dentist, bank, florist, gelateria : 41233
Saved path: gym, toy_store, noodle_house, tech_shop, burger_joint, dentist, craft_shop, pizzeria, florist, music_store, party_store, salon, bakery, barber_shop, hardware_store : 41171
Saved path: pizzeria, bank, music_store, party_store, bike_shop, bakery, hardware_store, gym, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, cafe, dentist : 39331
Saved path: toy_store, barber_shop, bakery, bike_shop, salon, party_store, florist, bank, craft_shop, dentist, cafe, bookstore, grocery_store, clothing_store, noodle_house : 38221
Saved path: burger_joint, bakery, bike_shop, jewelry_store, hardware_store, gym, florist, bank, pizzeria, bookstore, dentist, grocery_store, toy_store, noodle_house, tech_shop : 36942
Saved path: salon, pharmacy, florist, craft_shop, pizzeria, bookstore, grocery_store, toy_store, noodle_house, tech_shop, burger_joint, gym, hardware_store, pet_store, bakery : 41207
Saved path: cafe, dentist, craft_shop, florist, gelateria, pharmacy, party_store, bakery, hardware_store, toy_store, clothing_store, tech_shop, noodle_house, burger_joint, bookstore : 33187
Saved path: music_store, florist, bank, pizzeria, cafe, grocery_store, toy_store, tech_shop, burger_joint, hardware_store, salon, bike_shop, pet_store, bakery, barber_shop : 47605
Saved path: jewelry_store, barber_shop, toy_store, tech_shop, bookstore, cafe, grocery_store, dentist, craft_shop, bank, gelateria, music_store, bike_shop, pet_store, bakery : 50547
Saved path: tech_shop, toy_store, barber_shop, party_store, salon, bike_shop, bakery, burger_joint, bookstore, pizzeria, bank, craft_shop, dentist, grocery_store, clothing_store : 37402
Saved path: dentist, craft_shop, pizzeria, florist, pharmacy, party_store, jewelry_store, salon, bike_shop, pet_store, burger_joint, noodle_house, toy_store, clothing_store, cafe : 45690
Saved path: florist, bank, craft_shop, pizzeria, bookstore, cafe, clothing_store, toy_store, gym, bakery, bike_shop, jewelry_store, pharmacy, gelateria, music_store : 36572
Saved path: burger_joint, bookstore, bank, florist, music_store, gelateria, pharmacy, salon, bike_shop, pet_store, bakery, hardware_store, toy_store, grocery_store, tech_shop : 42396
Saved path: pet_store, bike_shop, gym, burger_joint, noodle_house, clothing_store, dentist, craft_shop, bank, florist, music_store, pharmacy, barber_shop, jewelry_store, bakery : 51350
Saved path: jewelry_store, barber_shop, party_store, gelateria, florist, dentist, clothing_store, toy_store, tech_shop, bookstore, burger_joint, hardware_store, pet_store, bakery, salon : 49525
Saved path: clothing_store, noodle_house, burger_joint, hardware_store, jewelry_store, barber_shop, bakery, bike_shop, pharmacy, gelateria, music_store, florist, bank, bookstore, dentist : 43301
Saved path: bakery, music_store, florist, bank, craft_shop, pizzeria, gym, toy_store, tech_shop, clothing_store, grocery_store, cafe, burger_joint, hardware_store, pet_store : 42810
Saved path: barber_shop, jewelry_store, salon, bike_shop, bakery, music_store, pharmacy, hardware_store, gym, bookstore, dentist, clothing_store, tech_shop, noodle_house, toy_store : 45723
Saved path: florist, bank, craft_shop, pizzeria, burger_joint, cafe, grocery_store, toy_store, hardware_store, jewelry_store, pet_store, bakery, salon, party_store, gelateria : 41233
Saved path: bookstore, pizzeria, florist, music_store, gelateria, party_store, jewelry_store, salon, bakery, pet_store, hardware_store, gym, toy_store, tech_shop, dentist : 50093
Saved path: grocery_store, toy_store, noodle_house, tech_shop, bookstore, burger_joint, gym, hardware_store, salon, party_store, pharmacy, gelateria, florist, craft_shop, dentist : 35214
Saved path: tech_shop, noodle_house, toy_store, clothing_store, grocery_store, dentist, florist, gelateria, pharmacy, bike_shop, salon, jewelry_store, hardware_store, gym, burger_joint : 39507
Saved path: jewelry_store, salon, bakery, party_store, pharmacy, gelateria, music_store, craft_shop, dentist, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, gym : 38091
Saved path: pizzeria, bank, florist, gelateria, bakery, pet_store, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, burger_joint, cafe, bookstore : 41549
Saved path: music_store, florist, gym, hardware_store, burger_joint, dentist, grocery_store, tech_shop, toy_store, barber_shop, jewelry_store, salon, bakery, party_store, gelateria : 41904
Saved path: cafe, bookstore, pizzeria, craft_shop, bank, music_store, pharmacy, salon, bike_shop, bakery, barber_shop, hardware_store, toy_store, clothing_store, dentist : 42582
Saved path: craft_shop, pizzeria, bookstore, cafe, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym, bike_shop, gelateria, music_store, florist : 35832
Saved path: clothing_store, dentist, bookstore, pizzeria, craft_shop, bank, pharmacy, bakery, pet_store, bike_shop, salon, jewelry_store, gym, toy_store, tech_shop : 49055
Saved path: bike_shop, jewelry_store, party_store, gelateria, craft_shop, dentist, cafe, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, gym, bakery, pet_store : 48328
Saved path: craft_shop, florist, bank, pizzeria, bookstore, burger_joint, hardware_store, pet_store, bakery, party_store, barber_shop, toy_store, tech_shop, grocery_store, dentist : 47882
Saved path: bakery, barber_shop, toy_store, tech_shop, grocery_store, cafe, burger_joint, pizzeria, bank, florist, gelateria, pharmacy, salon, bike_shop, pet_store : 43220
Saved path: salon, bakery, barber_shop, hardware_store, gym, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, bookstore, pizzeria, florist, gelateria, party_store : 35594
Saved path: bank, florist, gelateria, pharmacy, party_store, salon, bike_shop, pet_store, bakery, barber_shop, toy_store, noodle_house, grocery_store, bookstore, gym : 45798
Saved path: clothing_store, grocery_store, cafe, dentist, craft_shop, music_store, pharmacy, jewelry_store, salon, bakery, pet_store, hardware_store, burger_joint, tech_shop, toy_store : 47034
Saved path: pizzeria, dentist, burger_joint, tech_shop, noodle_house, toy_store, gym, hardware_store, barber_shop, bakery, pet_store, bike_shop, party_store, pharmacy, bank : 50686
Saved path: party_store, salon, bakery, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, cafe, dentist, craft_shop, pizzeria, bank, gelateria, music_store : 37509
Saved path: toy_store, gym, hardware_store, salon, bakery, barber_shop, gelateria, florist, craft_shop, pizzeria, bookstore, burger_joint, noodle_house, tech_shop, clothing_store : 36672
Saved path: music_store, pharmacy, bakery, pet_store, jewelry_store, hardware_store, gym, toy_store, noodle_house, burger_joint, cafe, dentist, craft_shop, pizzeria, florist : 48033
Saved path: salon, jewelry_store, hardware_store, gym, burger_joint, tech_shop, noodle_house, toy_store, clothing_store, grocery_store, bookstore, music_store, gelateria, pharmacy, party_store : 35413
Saved path: party_store, pharmacy, music_store, florist, bank, craft_shop, bookstore, cafe, grocery_store, noodle_house, burger_joint, hardware_store, jewelry_store, bike_shop, bakery : 34500
Saved path: craft_shop, dentist, bookstore, burger_joint, tech_shop, clothing_store, toy_store, barber_shop, bakery, pet_store, salon, party_store, hardware_store, gym, bank : 47252
Saved path: florist, pharmacy, party_store, bike_shop, pet_store, bakery, barber_shop, hardware_store, toy_store, grocery_store, dentist, cafe, bookstore, pizzeria, craft_shop : 49237
Saved path: noodle_house, toy_store, barber_shop, bakery, party_store, hardware_store, gym, florist, bank, craft_shop, pizzeria, cafe, grocery_store, clothing_store, tech_shop : 33298
Saved path: hardware_store, gym, toy_store, burger_joint, cafe, dentist, craft_shop, gelateria, party_store, salon, bike_shop, pet_store, bakery, barber_shop, jewelry_store : 49941
Saved path: pet_store, bakery, salon, party_store, gelateria, music_store, florist, pizzeria, dentist, cafe, clothing_store, toy_store, noodle_house, tech_shop, burger_joint : 45310
Saved path: bank, florist, music_store, gelateria, pharmacy, party_store, barber_shop, bakery, salon, hardware_store, toy_store, noodle_house, grocery_store, dentist, craft_shop : 38496
Saved path: hardware_store, jewelry_store, barber_shop, bakery, bike_shop, music_store, gelateria, bank, pizzeria, craft_shop, dentist, bookstore, noodle_house, toy_store, gym : 45529
Saved path: bakery, bike_shop, party_store, pharmacy, music_store, bank, gym, hardware_store, burger_joint, bookstore, dentist, grocery_store, clothing_store, noodle_house, barber_shop : 45079
Saved path: bakery, bike_shop, jewelry_store, barber_shop, toy_store, clothing_store, tech_shop, noodle_house, burger_joint, bookstore, cafe, dentist, craft_shop, bank, gelateria : 39826
Saved path: bookstore, grocery_store, noodle_house, toy_store, barber_shop, jewelry_store, pet_store, bakery, pharmacy, music_store, florist, craft_shop, gym, hardware_store, burger_joint : 48090
Saved path: toy_store, hardware_store, jewelry_store, barber_shop, bakery, pet_store, gelateria, music_store, craft_shop, pizzeria, bookstore, cafe, dentist, grocery_store, noodle_house : 51570
Saved path: bookstore, burger_joint, cafe, clothing_store, toy_store, gym, hardware_store, bakery, party_store, pharmacy, gelateria, florist, bank, craft_shop, pizzeria : 29817
Saved path: tech_shop, noodle_house, toy_store, gym, bakery, pet_store, bike_shop, salon, jewelry_store, party_store, music_store, bank, bookstore, cafe, grocery_store : 45424
Saved path: pizzeria, dentist, cafe, clothing_store, noodle_house, toy_store, barber_shop, bakery, pet_store, bike_shop, pharmacy, party_store, hardware_store, burger_joint, bookstore : 50307
Saved path: jewelry_store, bakery, bike_shop, salon, party_store, pharmacy, gelateria, music_store, pizzeria, craft_shop, dentist, cafe, grocery_store, toy_store, hardware_store : 38971
Saved path: salon, jewelry_store, hardware_store, gym, toy_store, tech_shop, dentist, bookstore, pizzeria, florist, gelateria, pharmacy, party_store, bakery, pet_store : 47451
Saved path: craft_shop, bank, florist, gelateria, barber_shop, jewelry_store, salon, bakery, pet_store, hardware_store, toy_store, tech_shop, bookstore, grocery_store, dentist : 49021
Saved path: burger_joint, dentist, clothing_store, noodle_house, toy_store, barber_shop, bakery, pet_store, bike_shop, salon, hardware_store, gym, craft_shop, pizzeria, bookstore : 43369
Saved path: bakery, pet_store, bike_shop, pharmacy, music_store, florist, cafe, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, hardware_store, jewelry_store, barber_shop : 47606
Saved path: pet_store, bakery, salon, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, cafe, burger_joint, craft_shop, bank, florist, pharmacy : 41876
Saved path: pharmacy, party_store, bakery, pet_store, bike_shop, salon, jewelry_store, toy_store, tech_shop, grocery_store, dentist, bookstore, pizzeria, bank, florist : 45495
Saved path: toy_store, clothing_store, grocery_store, cafe, dentist, craft_shop, pizzeria, bank, florist, party_store, bike_shop, bakery, jewelry_store, gym, burger_joint : 38828
Saved path: clothing_store, toy_store, barber_shop, jewelry_store, bike_shop, bakery, party_store, pharmacy, music_store, florist, bank, bookstore, cafe, burger_joint, tech_shop : 35707
Saved path: noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, bakery, gelateria, music_store, florist, bank, gym, craft_shop, dentist, bookstore, burger_joint : 43726
Saved path: toy_store, noodle_house, clothing_store, grocery_store, bookstore, cafe, dentist, craft_shop, gelateria, party_store, pet_store, bakery, salon, jewelry_store, barber_shop : 46884
Saved path: toy_store, noodle_house, tech_shop, clothing_store, dentist, craft_shop, pizzeria, gym, hardware_store, pharmacy, salon, bike_shop, pet_store, bakery, barber_shop : 49327
Saved path: florist, bank, bookstore, cafe, dentist, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, bakery, pet_store, bike_shop, party_store, music_store : 46759
Saved path: burger_joint, tech_shop, clothing_store, toy_store, gym, hardware_store, pet_store, bakery, salon, party_store, pharmacy, music_store, craft_shop, dentist, cafe : 46824
Saved path: toy_store, grocery_store, dentist, craft_shop, pizzeria, bank, music_store, pharmacy, bike_shop, pet_store, bakery, barber_shop, hardware_store, burger_joint, noodle_house : 51629
Saved path: toy_store, barber_shop, bakery, bike_shop, salon, party_store, pharmacy, gelateria, gym, craft_shop, pizzeria, bookstore, cafe, dentist, grocery_store : 42063
Saved path: music_store, gelateria, party_store, bakery, barber_shop, toy_store, clothing_store, noodle_house, burger_joint, cafe, dentist, craft_shop, pizzeria, bank, florist : 38172
Saved path: party_store, music_store, craft_shop, dentist, grocery_store, cafe, bookstore, tech_shop, noodle_house, toy_store, gym, hardware_store, jewelry_store, bakery, pet_store : 50219
Saved path: party_store, pharmacy, gelateria, florist, bank, craft_shop, pizzeria, bookstore, dentist, clothing_store, noodle_house, toy_store, bakery, bike_shop, jewelry_store : 37752
Saved path: bakery, barber_shop, toy_store, clothing_store, dentist, cafe, burger_joint, hardware_store, gym, pizzeria, bank, florist, pharmacy, salon, bike_shop : 41632
Saved path: pet_store, bike_shop, salon, pharmacy, music_store, gelateria, pizzeria, craft_shop, dentist, bookstore, burger_joint, noodle_house, toy_store, gym, bakery : 48612
Saved path: toy_store, noodle_house, grocery_store, cafe, dentist, craft_shop, pizzeria, music_store, gelateria, pharmacy, barber_shop, bakery, salon, hardware_store, gym : 42611
Saved path: tech_shop, burger_joint, cafe, dentist, pizzeria, music_store, gelateria, pharmacy, party_store, bike_shop, salon, hardware_store, gym, toy_store, noodle_house : 39009
Saved path: bakery, jewelry_store, hardware_store, burger_joint, noodle_house, toy_store, grocery_store, cafe, dentist, craft_shop, pizzeria, florist, gelateria, pharmacy, party_store : 34600
Saved path: bakery, salon, jewelry_store, hardware_store, gym, burger_joint, noodle_house, toy_store, grocery_store, cafe, dentist, craft_shop, florist, gelateria, party_store : 36846
Saved path: gelateria, pharmacy, party_store, salon, bike_shop, pet_store, gym, burger_joint, toy_store, clothing_store, grocery_store, cafe, dentist, craft_shop, florist : 45200
Saved path: cafe, grocery_store, clothing_store, toy_store, burger_joint, hardware_store, jewelry_store, bakery, pet_store, salon, party_store, pharmacy, music_store, pizzeria, dentist : 47587
Saved path: gym, craft_shop, bank, music_store, party_store, salon, bike_shop, pet_store, bakery, hardware_store, toy_store, noodle_house, tech_shop, grocery_store, burger_joint : 43644
Saved path: pharmacy, bakery, barber_shop, toy_store, tech_shop, grocery_store, dentist, bookstore, burger_joint, hardware_store, gym, pizzeria, bank, florist, gelateria : 41157
Saved path: cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, pet_store, bakery, salon, pharmacy, florist, bank, pizzeria, bookstore : 40460
Saved path: barber_shop, jewelry_store, bakery, pet_store, party_store, gelateria, florist, bank, craft_shop, pizzeria, bookstore, tech_shop, grocery_store, clothing_store, toy_store : 40871
