Saved path: clothing_store, noodle_house, toy_store, hardware_store, barber_shop, bakery, bike_shop, party_store, pharmacy, gelateria, music_store, craft_shop, dentist, cafe, bookstore : 43940
Saved path: music_store, bike_shop, bakery, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, cafe, bookstore, pizzeria, gym, craft_shop, bank : 39628
Saved path: pizzeria, bank, florist, music_store, party_store, bakery, pet_store, bike_shop, salon, jewelry_store, hardware_store, toy_store, clothing_store, cafe, burger_joint : 43960
Saved path: pizzeria, bank, music_store, bakery, pet_store, barber_shop, jewelry_store, hardware_store, gym, toy_store, noodle_house, tech_shop, clothing_store, dentist, bookstore : 53273
Saved path: clothing_store, toy_store, barber_shop, bakery, bike_shop, pharmacy, gelateria, bank, craft_shop, pizzeria, gym, hardware_store, burger_joint, cafe, dentist : 42939
Saved path: salon, bike_shop, bakery, jewelry_store, hardware_store, gym, toy_store, noodle_house, grocery_store, cafe, pizzeria, craft_shop, florist, gelateria, pharmacy : 35635
Saved path: hardware_store, gym, burger_joint, tech_shop, noodle_house, toy_store, clothing_store, grocery_store, bookstore, pizzeria, bank, music_store, pharmacy, barber_shop, bakery : 37757
Saved path: party_store, pharmacy, gelateria, music_store, florist, bank, craft_shop, cafe, grocery_store, toy_store, noodle_house, burger_joint, hardware_store, salon, bakery : 30828
Saved path: bank, florist, music_store, salon, bike_shop, pet_store, bakery, barber_shop, toy_store, clothing_store, grocery_store, dentist, bookstore, gym, craft_shop : 52934
Saved path: florist, craft_shop, gym, burger_joint, bookstore, cafe, grocery_store, tech_shop, toy_store, hardware_store, pet_store, jewelry_store, party_store, pharmacy, music_store : 45778
Saved path: noodle_house, tech_shop, grocery_store, cafe, craft_shop, bank, music_store, pharmacy, bike_shop, pet_store, bakery, barber_shop, jewelry_store, hardware_store, toy_store : 47185
Saved path: clothing_store, grocery_store, dentist, craft_shop, pizzeria, gym, pet_store, bike_shop, salon, party_store, pharmacy, hardware_store, burger_joint, tech_shop, toy_store : 45837
Saved path: tech_shop, noodle_house, toy_store, pet_store, bike_shop, salon, party_store, music_store, florist, pizzeria, bookstore, cafe, dentist, grocery_store, clothing_store : 45954
Saved path: toy_store, noodle_house, tech_shop, clothing_store, grocery_store, cafe, pizzeria, craft_shop, gym, hardware_store, bike_shop, pet_store, bakery, jewelry_store, barber_shop : 36951
Saved path: toy_store, clothing_store, grocery_store, cafe, burger_joint, hardware_store, bike_shop, bakery, party_store, music_store, florist, bank, craft_shop, pizzeria, gym : 34409
Saved path: florist, music_store, pharmacy, party_store, bike_shop, bakery, barber_shop, toy_store, grocery_store, dentist, cafe, bookstore, burger_joint, gym, bank : 43239
Saved path: jewelry_store, hardware_store, toy_store, noodle_house, clothing_store, dentist, bookstore, pizzeria, florist, music_store, pharmacy, salon, bike_shop, pet_store, bakery : 49232
Saved path: music_store, gelateria, pharmacy, party_store, salon, bike_shop, bakery, barber_shop, toy_store, noodle_house, grocery_store, cafe, hardware_store, gym, florist : 39390
Saved path: noodle_house, tech_shop, grocery_store, dentist, cafe, bookstore, party_store, pharmacy, salon, bakery, pet_store, jewelry_store, hardware_store, gym, toy_store : 47276
Saved path: toy_store, barber_shop, jewelry_store, salon, bakery, pet_store, gelateria, florist, gym, pizzeria, bookstore, dentist, cafe, tech_shop, noodle_house : 49385
Saved path: gym, burger_joint, bookstore, cafe, dentist, clothing_store, toy_store, barber_shop, jewelry_store, salon, bike_shop, bakery, pharmacy, florist, pizzeria : 41518
Saved path: florist, craft_shop, pizzeria, bookstore, cafe, clothing_store, tech_shop, noodle_house, toy_store, gym, hardware_store, salon, bakery, barber_shop, pharmacy : 35392
Saved path: toy_store, gym, hardware_store, bakery, pet_store, bike_shop, party_store, pharmacy, gelateria, florist, pizzeria, bookstore, dentist, grocery_store, tech_shop : 46979
Saved path: cafe, craft_shop, bank, florist, gelateria, pharmacy, party_store, bakery, bike_shop, jewelry_store, hardware_store, toy_store, clothing_store, tech_shop, burger_joint : 33878
Saved path: hardware_store, salon, bike_shop, pet_store, bakery, barber_shop, pharmacy, florist, bank, craft_shop, dentist, bookstore, tech_shop, toy_store, gym : 50303
Saved path: dentist, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, bookstore, gym, jewelry_store, salon, bakery, pet_store, music_store, florist, craft_shop : 50252
Saved path: party_store, pharmacy, music_store, bank, craft_shop, gym, bookstore, cafe, grocery_store, tech_shop, toy_store, barber_shop, pet_store, bakery, salon : 46647
Saved path: hardware_store, toy_store, noodle_house, clothing_store, grocery_store, cafe, burger_joint, gym, florist, music_store, gelateria, party_store, jewelry_store, bakery, pet_store : 44722
Saved path: pet_store, salon, music_store, gelateria, bank, pizzeria, bookstore, burger_joint, tech_shop, grocery_store, toy_store, hardware_store, jewelry_store, barber_shop, bakery : 46762
Saved path: burger_joint, hardware_store, bakery, pet_store, bike_shop, pharmacy, gelateria, florist, pizzeria, bookstore, dentist, grocery_store, clothing_store, toy_store, tech_shop : 45516
Saved path: bike_shop, salon, pharmacy, gelateria, florist, craft_shop, dentist, grocery_store, cafe, bookstore, tech_shop, toy_store, gym, hardware_store, pet_store : 47294
Saved path: salon, pet_store, bakery, pharmacy, gelateria, florist, pizzeria, bookstore, dentist, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store : 46445
Saved path: salon, bike_shop, bakery, barber_shop, toy_store, clothing_store, tech_shop, cafe, hardware_store, gym, pizzeria, bank, florist, music_store, pharmacy : 39681
Saved path: bakery, bike_shop, jewelry_store, barber_shop, toy_store, clothing_store, grocery_store, tech_shop, noodle_house, burger_joint, gym, pizzeria, music_store, gelateria, party_store : 38981
Saved path: gym, bookstore, cafe, dentist, grocery_store, clothing_store, toy_store, barber_shop, jewelry_store, bike_shop, bakery, party_store, music_store, bank, craft_shop : 43637
Saved path: music_store, bakery, pet_store, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, dentist, cafe, burger_joint, gym, pizzeria, bank, florist : 51262
Saved path: music_store, gelateria, bank, craft_shop, dentist, grocery_store, burger_joint, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bakery, pet_store, salon : 48615
Saved path: toy_store, noodle_house, tech_shop, burger_joint, bookstore, pizzeria, bank, pharmacy, party_store, salon, bike_shop, pet_store, bakery, hardware_store, gym : 39515
Saved path: burger_joint, cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, bike_shop, salon, gelateria, bank, craft_shop, bookstore : 35047
Saved path: jewelry_store, bakery, bike_shop, party_store, music_store, bank, craft_shop, gym, burger_joint, bookstore, dentist, clothing_store, noodle_house, toy_store, barber_shop : 44698
Saved path: bank, florist, gelateria, barber_shop, jewelry_store, salon, bakery, pet_store, hardware_store, toy_store, noodle_house, clothing_store, dentist, cafe, bookstore : 48952
Saved path: gelateria, pharmacy, party_store, bakery, pet_store, barber_shop, toy_store, tech_shop, clothing_store, dentist, cafe, bookstore, gym, bank, music_store : 52240
Saved path: pet_store, bakery, salon, jewelry_store, gelateria, music_store, florist, bank, pizzeria, craft_shop, dentist, clothing_store, toy_store, burger_joint, gym : 49579
Saved path: noodle_house, toy_store, clothing_store, grocery_store, dentist, craft_shop, bank, florist, music_store, salon, bakery, pet_store, barber_shop, hardware_store, burger_joint : 49313
Saved path: cafe, burger_joint, tech_shop, noodle_house, toy_store, gym, hardware_store, pet_store, bakery, party_store, music_store, florist, pizzeria, craft_shop, dentist : 45648
Saved path: salon, pharmacy, music_store, florist, bank, pizzeria, gym, burger_joint, noodle_house, tech_shop, grocery_store, clothing_store, toy_store, barber_shop, bakery : 35367
Saved path: gelateria, pharmacy, party_store, salon, bike_shop, pet_store, bakery, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, burger_joint, pizzeria, florist : 43469
Saved path: cafe, bookstore, pizzeria, craft_shop, music_store, party_store, salon, bike_shop, pet_store, bakery, toy_store, tech_shop, clothing_store, grocery_store, dentist : 46304
Saved path: bookstore, burger_joint, grocery_store, noodle_house, barber_shop, jewelry_store, bike_shop, bakery, party_store, pharmacy, gelateria, music_store, florist, bank, craft_shop : 36636
Saved path: tech_shop, noodle_house, toy_store, clothing_store, grocery_store, bookstore, bank, florist, music_store, party_store, bakery, bike_shop, jewelry_store, hardware_store, burger_joint : 35509
Saved path: music_store, gelateria, party_store, bakery, bike_shop, jewelry_store, hardware_store, gym, toy_store, tech_shop, bookstore, dentist, craft_shop, pizzeria, florist : 42325
Saved path: craft_shop, florist, music_store, gelateria, bike_shop, jewelry_store, toy_store, noodle_house, tech_shop, clothing_store, grocery_store, dentist, cafe, bookstore, pizzeria : 40699
Saved path: jewelry_store, party_store, pharmacy, music_store, craft_shop, dentist, cafe, bookstore, tech_shop, toy_store, gym, hardware_store, pet_store, bike_shop, salon : 49946
Saved path: noodle_house, toy_store, gym, hardware_store, jewelry_store, bakery, party_store, pharmacy, florist, bank, craft_shop, bookstore, cafe, grocery_store, tech_shop : 31489
Saved path: barber_shop, jewelry_store, bakery, pet_store, bike_shop, party_store, pharmacy, gelateria, music_store, bank, craft_shop, bookstore, cafe, grocery_store, toy_store : 44571
Saved path: bakery, barber_shop, jewelry_store, hardware_store, toy_store, noodle_house, burger_joint, cafe, florist, gelateria, pharmacy, party_store, salon, bike_shop, pet_store : 43686
Saved path: cafe, burger_joint, dentist, craft_shop, florist, music_store, gelateria, pharmacy, party_store, bakery, bike_shop, jewelry_store, barber_shop, clothing_store, grocery_store : 39713
Saved path: gelateria, pharmacy, party_store, salon, bike_shop, pet_store, bakery, hardware_store, burger_joint, cafe, clothing_store, noodle_house, toy_store, gym, pizzeria : 42170
Saved path: salon, bakery, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, dentist, burger_joint, gym, pizzeria, craft_shop, bank, music_store, pharmacy : 41257
Saved path: noodle_house, tech_shop, grocery_store, clothing_store, toy_store, hardware_store, jewelry_store, bike_shop, bakery, party_store, gelateria, music_store, florist, bank, gym : 37107
Saved path: gym, burger_joint, noodle_house, toy_store, clothing_store, grocery_store, cafe, dentist, craft_shop, pizzeria, florist, gelateria, party_store, bakery, pet_store : 44403
Saved path: bookstore, cafe, dentist, clothing_store, tech_shop, toy_store, hardware_store, pet_store, bakery, salon, jewelry_store, barber_shop, pharmacy, florist, pizzeria : 48320
Saved path: dentist, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, pet_store, bakery, pharmacy, gelateria, bank, gym, pizzeria, bookstore, cafe : 49745
Saved path: gym, burger_joint, bookstore, tech_shop, toy_store, clothing_store, grocery_store, dentist, craft_shop, music_store, pharmacy, barber_shop, bakery, pet_store, hardware_store : 53520
Saved path: jewelry_store, bakery, bike_shop, salon, party_store, pharmacy, gelateria, florist, gym, hardware_store, burger_joint, cafe, grocery_store, toy_store, barber_shop : 35909
Saved path: bakery, bike_shop, party_store, pharmacy, gelateria, florist, bank, bookstore, dentist, clothing_store, tech_shop, noodle_house, toy_store, hardware_store, barber_shop : 41371
Saved path: gelateria, music_store, florist, bank, craft_shop, gym, toy_store, grocery_store, cafe, burger_joint, hardware_store, salon, bike_shop, pet_store, bakery : 43536
Saved path: party_store, pharmacy, gelateria, music_store, florist, craft_shop, bookstore, tech_shop, grocery_store, clothing_store, toy_store, barber_shop, jewelry_store, salon, bakery : 33278
Saved path: party_store, bike_shop, pet_store, bakery, barber_shop, jewelry_store, hardware_store, gym, toy_store, clothing_store, dentist, bookstore, pizzeria, craft_shop, music_store : 54519
Saved path: jewelry_store, party_store, pharmacy, gelateria, craft_shop, dentist, clothing_store, toy_store, noodle_house, tech_shop, bookstore, burger_joint, hardware_store, pet_store, bakery : 46195
Saved path: hardware_store, gym, toy_store, noodle_house, burger_joint, dentist, craft_shop, bank, gelateria, party_store, salon, bike_shop, pet_store, bakery, barber_shop : 50144
Saved path: bakery, salon, jewelry_store, barber_shop, party_store, pharmacy, gelateria, bank, pizzeria, cafe, grocery_store, tech_shop, toy_store, hardware_store, pet_store : 43150
Saved path: jewelry_store, party_store, pharmacy, bank, pizzeria, craft_shop, dentist, grocery_store, tech_shop, noodle_house, toy_store, gym, bakery, pet_store, bike_shop : 46972
Saved path: salon, pet_store, bakery, barber_shop, pharmacy, florist, bank, craft_shop, pizzeria, bookstore, dentist, clothing_store, noodle_house, toy_store, hardware_store : 48752
Saved path: toy_store, noodle_house, burger_joint, cafe, bookstore, pizzeria, craft_shop, music_store, gelateria, pharmacy, party_store, jewelry_store, bike_shop, bakery, gym : 36375
Saved path: florist, pizzeria, bookstore, dentist, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, gym, bakery, salon, jewelry_store, party_store, pharmacy : 37353
Saved path: grocery_store, clothing_store, toy_store, noodle_house, burger_joint, hardware_store, jewelry_store, barber_shop, bakery, salon, party_store, gelateria, florist, dentist, cafe : 37209
Saved path: burger_joint, bookstore, craft_shop, florist, music_store, pharmacy, party_store, salon, bike_shop, bakery, barber_shop, toy_store, tech_shop, grocery_store, cafe : 36363
Saved path: florist, craft_shop, pizzeria, bookstore, cafe, grocery_store, tech_shop, toy_store, gym, hardware_store, jewelry_store, barber_shop, bakery, pharmacy, gelateria : 35041
