subject,experiment,session,comparison,channel,n_exact_diff,n_close_diff,mean_abs_diff,max_abs_diff,mean_signed_diff,std_diff,mse_channel,time_compared_samples
LTP607,ValueCourier,1,BIDS vs CMLReader,A8,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,A9,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B1,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B10,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B11,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B12,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B13,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B14,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B15,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B16,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B17,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B18,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B19,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B2,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B20,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B21,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B22,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B23,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B24,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B25,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B26,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B27,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B28,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B29,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B3,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B30,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B31,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B32,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B4,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B5,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B6,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B7,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B8,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,B9,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C1,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C10,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C11,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C12,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C13,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C14,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C15,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C16,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C17,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C18,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C19,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C2,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C20,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C21,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C22,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C23,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C24,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C25,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C26,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C27,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C28,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C29,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C3,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C30,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C31,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C32,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C4,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C5,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C6,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C7,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C8,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,C9,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D1,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D10,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D11,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D12,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D13,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D14,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D15,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D16,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D17,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D18,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D19,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D2,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D20,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D21,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D22,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D23,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D24,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D25,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D26,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D27,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D28,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D29,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D3,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D30,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D31,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D32,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D4,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D5,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D6,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D7,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D8,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,D9,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,EXG1,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,EXG2,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,EXG3,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,EXG4,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,EXG5,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,EXG6,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,EXG7,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,EXG8,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs CMLReader,Status,0,0,0.0,0.0,0.0,0.0,0.0,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A1,10070190,0,1.7620390497061054e-18,6.938893903907228e-18,-1.7620390497061054e-18,7.045952941003744e-19,3.6012361411575884e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A10,9740384,0,1.7602035185996094e-18,6.938893903907228e-18,-1.7602035185996094e-18,8.272331578928455e-19,3.7826311244078153e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A11,8445102,0,1.759659956505415e-18,6.938893903907228e-18,-1.759659956505415e-18,1.2320849673825672e-18,4.6144365293787413e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A12,10698782,0,1.7604090028143095e-18,3.469446951953614e-18,-1.7604090028143095e-18,4.0697753682364874e-19,3.264670572668716e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A13,10410064,0,1.7588133231774034e-18,6.938893903907228e-18,-1.7588133231774034e-18,5.403930589054191e-19,3.3854489638994973e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A14,10202773,0,1.7607038418917224e-18,3.469446951953614e-18,-1.7607038418917224e-18,6.361126554829291e-19,3.504717329317814e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A15,10829303,0,1.7606224794138676e-18,3.469446951953614e-18,-1.7606224794138676e-18,3.488094843950518e-19,3.2214595714213764e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A16,10612195,0,1.7606314308849087e-18,3.469446951953614e-18,-1.7606314308849087e-18,4.457371176178909e-19,3.298504613442146e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A17,10503975,0,1.760655168267937e-18,3.469446951953614e-18,-1.760655168267937e-18,4.873560614769155e-19,3.3374225522068884e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A18,10567853,0,1.75997661479349e-18,3.469446951953614e-18,-1.75997661479349e-18,4.627351554689895e-19,3.3116415087268624e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A19,10503421,0,1.7605658933290726e-18,3.469446951953614e-18,-1.7605658933290726e-18,4.875170306503811e-19,3.337265119927761e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A2,10433097,0,1.7610091509932993e-18,6.938893903907228e-18,-1.7610091509932993e-18,5.306099724411511e-19,3.3827001727361405e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A20,10502793,0,1.7603627269059814e-18,6.938893903907228e-18,-1.7603627269059814e-18,4.875269045354371e-19,3.336559412925769e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A21,10504984,0,1.7609022128838988e-18,3.469446951953614e-18,-1.7609022128838988e-18,4.87208340934055e-19,3.338148570815126e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A22,10503670,0,1.7603595299520382e-18,3.469446951953614e-18,-1.7603595299520382e-18,4.87018752422877e-19,3.3360529399044967e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A23,8768566,0,1.751932519205426e-18,6.938893903907228e-18,-1.751932519205426e-18,1.1182418487518874e-18,4.319732384149508e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A24,9834844,0,1.7569305570763965e-18,6.938893903907228e-18,-1.7569305570763965e-18,7.835861020344823e-19,3.700812161690371e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A25,6965434,0,1.762210965904402e-18,6.938893903907228e-18,-1.762210965904402e-18,1.5748736138478928e-18,5.5856143879480485e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A26,10245998,0,1.760725421330839e-18,6.938893903907228e-18,-1.760725421330839e-18,6.238567212078628e-19,3.4893512179168855e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A27,10503479,0,1.760451602225603e-18,6.938893903907228e-18,-1.760451602225603e-18,4.87290106042303e-19,3.336641491225411e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A28,10826060,0,1.7602345460825314e-18,3.469446951953614e-18,-1.7602345460825314e-18,2.991639114573668e-19,3.1879247031408456e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A29,10520727,0,1.760492523236076e-18,3.469446951953614e-18,-1.760492523236076e-18,4.808449507368093e-19,3.3305457910192096e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A3,10390535,0,1.76037407609248e-18,6.938893903907228e-18,-1.76037407609248e-18,5.529762787731361e-19,3.404699652664237e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A30,10608979,0,1.7602455585439626e-18,3.469446951953614e-18,-1.7602455585439626e-18,4.465605010236538e-19,3.297880707448244e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A31,10566795,0,1.7598498555696416e-18,3.469446951953614e-18,-1.7598498555696416e-18,4.630797516642184e-19,3.3115143705498826e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A32,7199049,0,1.7676562576320282e-18,6.938893903907228e-18,-1.7676562576320282e-18,1.5184885798234469e-18,5.430416212199895e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A4,10335466,0,1.7598793474697682e-18,6.938893903907228e-18,-1.7598793474697682e-18,5.791388790945884e-19,3.4325771589295513e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A5,10504894,0,1.7609799787885674e-18,3.469446951953614e-18,-1.7609799787885674e-18,4.873940013895304e-19,3.3386033982846805e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A6,10654103,0,1.7602451189627957e-18,3.469446951953614e-18,-1.7602451189627957e-18,4.2894039663799714e-19,3.282452742700308e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A7,10559342,0,1.759829395064405e-18,3.469446951953614e-18,-1.759829395064405e-18,4.661740966810576e-19,3.31431778814915e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A8,10576300,0,1.7605985022592934e-18,3.469446951953614e-18,-1.7605985022592934e-18,4.595089868387154e-19,3.31085559514321e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,A9,10542442,0,1.7601709096693885e-18,3.469446951953614e-18,-1.7601709096693885e-18,4.723543900607684e-19,3.321320301056043e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B1,5376621,0,1.782961514787463e-18,6.938893903907228e-18,-1.782961514787463e-18,1.857852928982502e-18,6.630569268942067e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B10,10433016,0,1.7600455890748146e-18,6.938893903907228e-18,-1.7600455890748146e-18,5.260109319222834e-19,3.374447976123461e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B11,10501382,0,1.7603358724928585e-18,3.469446951953614e-18,-1.7603358724928585e-18,4.882790833749043e-19,3.3371988472466296e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B12,7189894,0,1.7592420347011886e-18,6.938893903907228e-18,-1.7592420347011886e-18,1.4925814691445385e-18,5.322731978693248e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B13,9971274,0,1.761711042231532e-18,6.938893903907228e-18,-1.761711042231532e-18,7.604891718151032e-19,3.6819695767685314e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B14,10027282,0,1.760161718426802e-18,6.938893903907228e-18,-1.760161718426802e-18,7.44662796918727e-19,3.6526919561300123e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B15,10488373,0,1.7600842722175278e-18,3.469446951953614e-18,-1.7600842722175278e-18,4.95184211025071e-19,3.3431040481560266e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B16,10409065,0,1.7614145247532985e-18,6.938893903907228e-18,-1.7614145247532985e-18,5.455405374117304e-19,3.400195605971369e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B17,6236606,0,1.764591018191275e-18,6.938893903907228e-18,-1.764591018191275e-18,1.6924277334628614e-18,5.978093094475559e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B18,6643131,0,1.7526754913018286e-18,6.938893903907228e-18,-1.7526754913018286e-18,1.6165660059830681e-18,5.6851570295101576e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B19,5166154,0,1.7120901609927388e-18,6.938893903907228e-18,-1.7120901609927388e-18,1.8516355212708064e-18,6.359806822999949e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B2,5248106,0,1.747166660114581e-18,6.938893903907228e-18,-1.747166660114581e-18,1.868285593624709e-18,6.543082397561574e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B20,9974374,0,1.762310311248187e-18,6.938893903907228e-18,-1.762310311248187e-18,7.600327199183911e-19,3.6833873684782296e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B21,5267300,0,1.7555322893454843e-18,6.938893903907228e-18,-1.7555322893454843e-18,1.872350102073148e-18,6.587588523667922e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B22,9863720,0,1.7540057438375996e-18,6.938893903907228e-18,-1.7540057438375996e-18,7.772384801230916e-19,3.680635804399345e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B23,10210918,0,1.7600690866862976e-18,6.938893903907228e-18,-1.7600690866862976e-18,6.3734303483938145e-19,3.50404933396701e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B24,9978961,0,1.7631678941434537e-18,6.938893903907228e-18,-1.7631678941434537e-18,7.592467569335351e-19,3.685216660852351e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B25,5102526,0,1.74573058840329e-18,6.938893903907228e-18,-1.74573058840329e-18,1.9502593354508652e-18,6.851086762800148e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B26,10502053,0,1.7603614481244042e-18,6.938893903907228e-18,-1.7603614481244042e-18,4.879437033457295e-19,3.336961485677395e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B27,10840444,0,1.7604605705531417e-18,3.469446951953614e-18,-1.7604605705531417e-18,1.7549492820343232e-19,3.130019890297421e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B28,10734372,0,1.7599822893867392e-18,6.938893903907228e-18,-1.7599822893867392e-18,3.7262971087761737e-19,3.2363905603837245e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B29,10505157,0,1.761055107206233e-18,3.469446951953614e-18,-1.761055107206233e-18,4.873744446907006e-19,3.3388489399547255e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B3,5303250,0,1.77787915725624e-18,6.938893903907228e-18,-1.77787915725624e-18,1.8919742375147708e-18,6.740420813225754e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B30,10682743,0,1.760147971524846e-18,6.938893903907228e-18,-1.760147971524846e-18,4.012979522704084e-19,3.259160928159454e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B31,10825816,0,1.7603714834967864e-18,3.469446951953614e-18,-1.7603714834967864e-18,2.2949025603323464e-19,3.151573537522876e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B32,7772207,0,1.756682553374252e-18,6.938893903907228e-18,-1.756682553374252e-18,1.3766421397811396e-18,4.981077174350671e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B4,7026692,0,1.756894511420687e-18,6.938893903907228e-18,-1.756894511420687e-18,1.5513769423563097e-18,5.493448741534951e-36,10852352
LTP607,ValueCourier,1,BIDS vs PYEDFLIB,B5,6097160,0,1.7487016775504152e-18,6.938893903907228e-18,-1.7487016775504152e-18,1.7069936824347797e-18,5.971784988939879e-36,10852352
