Saved path: florist, gelateria, music_store, pharmacy, bakery, party_store, gym, burger_joint, toy_store, noodle_house, grocery_store, cafe, tech_shop, pizzeria, pet_store : 54390
Saved path: gelateria, jewelry_store, party_store, hardware_store, gym, burger_joint, cafe, bookstore, noodle_house, clothing_store, pizzeria, craft_shop, florist, music_store, bank : 62830
Saved path: jewelry_store, salon, toy_store, clothing_store, pizzeria, dentist, cafe, bookstore, burger_joint, gym, gelateria, music_store, pharmacy, bakery, party_store : 60844
Saved path: bike_shop, jewelry_store, party_store, gelateria, bank, music_store, florist, craft_shop, gym, bookstore, cafe, tech_shop, grocery_store, noodle_house, barber_shop : 62200
Saved path: craft_shop, pet_store, florist, gelateria, pharmacy, bakery, bike_shop, jewelry_store, party_store, hardware_store, salon, toy_store, cafe, dentist, pizzeria : 58595
Saved path: clothing_store, grocery_store, tech_shop, dentist, pizzeria, pet_store, bank, pharmacy, jewelry_store, bike_shop, barber_shop, salon, hardware_store, burger_joint, toy_store : 71315
Saved path: pet_store, florist, pharmacy, bakery, jewelry_store, bike_shop, barber_shop, salon, noodle_house, toy_store, hardware_store, bookstore, tech_shop, dentist, craft_shop : 60519
Saved path: pet_store, pizzeria, tech_shop, cafe, bookstore, burger_joint, gym, hardware_store, salon, barber_shop, jewelry_store, party_store, pharmacy, music_store, florist : 63123
Saved path: pet_store, dentist, cafe, burger_joint, bookstore, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, bike_shop, pharmacy, music_store, bank, gelateria : 53753
Saved path: barber_shop, noodle_house, clothing_store, grocery_store, toy_store, hardware_store, burger_joint, bookstore, cafe, dentist, craft_shop, gelateria, pharmacy, party_store, bike_shop : 54460
Saved path: gym, gelateria, bank, music_store, pharmacy, jewelry_store, barber_shop, noodle_house, clothing_store, grocery_store, tech_shop, dentist, bookstore, burger_joint, hardware_store : 65445
Saved path: cafe, pizzeria, tech_shop, grocery_store, clothing_store, salon, barber_shop, bike_shop, jewelry_store, pharmacy, music_store, gelateria, pet_store, gym, burger_joint : 62451
Saved path: florist, pet_store, craft_shop, gym, burger_joint, bookstore, pizzeria, tech_shop, clothing_store, salon, jewelry_store, bakery, pharmacy, music_store, bank : 69756
Saved path: noodle_house, clothing_store, grocery_store, tech_shop, toy_store, gym, pet_store, florist, gelateria, bank, music_store, pharmacy, bakery, jewelry_store, salon : 61976
Saved path: grocery_store, clothing_store, noodle_house, barber_shop, bike_shop, party_store, bakery, pharmacy, gelateria, bank, music_store, florist, hardware_store, bookstore, tech_shop : 58808
Saved path: bakery, barber_shop, salon, noodle_house, tech_shop, dentist, cafe, bookstore, burger_joint, gym, craft_shop, florist, music_store, bank, gelateria : 55226
Saved path: gym, jewelry_store, party_store, bakery, pharmacy, music_store, bank, gelateria, craft_shop, pizzeria, tech_shop, grocery_store, clothing_store, cafe, burger_joint : 58412
Saved path: florist, pet_store, gym, craft_shop, pizzeria, tech_shop, grocery_store, noodle_house, toy_store, salon, barber_shop, bike_shop, jewelry_store, party_store, pharmacy : 60825
Saved path: bakery, bike_shop, party_store, hardware_store, salon, toy_store, clothing_store, bookstore, cafe, tech_shop, pizzeria, craft_shop, florist, music_store, pharmacy : 52573
Saved path: bookstore, burger_joint, dentist, pet_store, gelateria, bank, music_store, bike_shop, party_store, bakery, hardware_store, toy_store, noodle_house, grocery_store, tech_shop : 60893
Saved path: pizzeria, dentist, cafe, burger_joint, gym, pet_store, bank, music_store, bike_shop, party_store, hardware_store, toy_store, salon, noodle_house, tech_shop : 68009
Saved path: clothing_store, noodle_house, toy_store, gym, bakery, bike_shop, jewelry_store, music_store, florist, pet_store, craft_shop, dentist, burger_joint, bookstore, tech_shop : 57726
Saved path: noodle_house, clothing_store, cafe, tech_shop, pizzeria, craft_shop, bank, pharmacy, bike_shop, jewelry_store, hardware_store, gym, burger_joint, toy_store, salon : 67513
Saved path: burger_joint, bookstore, cafe, dentist, pet_store, music_store, bakery, party_store, jewelry_store, salon, toy_store, noodle_house, clothing_store, grocery_store, tech_shop : 59115
Saved path: craft_shop, gym, hardware_store, bakery, bike_shop, jewelry_store, barber_shop, toy_store, clothing_store, grocery_store, tech_shop, bookstore, florist, gelateria, pet_store : 57211
Saved path: barber_shop, noodle_house, toy_store, hardware_store, bookstore, grocery_store, tech_shop, pizzeria, craft_shop, florist, music_store, gelateria, pharmacy, bakery, bike_shop : 52320
Saved path: bakery, bike_shop, barber_shop, salon, toy_store, noodle_house, clothing_store, tech_shop, cafe, burger_joint, dentist, music_store, bank, gelateria, pharmacy : 56268
Saved path: toy_store, salon, barber_shop, bike_shop, pharmacy, gelateria, bank, music_store, florist, pet_store, pizzeria, clothing_store, bookstore, burger_joint, hardware_store : 64952
Saved path: grocery_store, clothing_store, toy_store, salon, barber_shop, jewelry_store, party_store, hardware_store, gym, burger_joint, bookstore, cafe, dentist, pizzeria, tech_shop : 46139
Saved path: jewelry_store, party_store, gelateria, florist, pet_store, pizzeria, dentist, cafe, bookstore, grocery_store, clothing_store, noodle_house, toy_store, gym, bike_shop : 59166
Saved path: craft_shop, dentist, cafe, tech_shop, grocery_store, noodle_house, barber_shop, jewelry_store, party_store, hardware_store, pharmacy, gelateria, music_store, florist, pet_store : 60890
Saved path: pharmacy, florist, pet_store, gym, hardware_store, burger_joint, bookstore, pizzeria, tech_shop, clothing_store, toy_store, salon, barber_shop, jewelry_store, party_store : 63103
Saved path: toy_store, noodle_house, tech_shop, pizzeria, dentist, bookstore, burger_joint, gym, pet_store, florist, gelateria, bank, music_store, bike_shop, bakery : 60754
Saved path: party_store, jewelry_store, barber_shop, salon, toy_store, noodle_house, clothing_store, grocery_store, cafe, bookstore, craft_shop, music_store, bank, gelateria, pharmacy : 59548
Saved path: pharmacy, gelateria, music_store, florist, pet_store, pizzeria, tech_shop, clothing_store, cafe, bookstore, burger_joint, gym, hardware_store, bike_shop, jewelry_store : 57935
Saved path: pharmacy, bakery, party_store, jewelry_store, bike_shop, barber_shop, toy_store, hardware_store, gym, burger_joint, cafe, dentist, pet_store, florist, music_store : 61514
